pathway	external_id	source	hgnc_symbol_ids
Bacterial invasion of epithelial cells - Homo sapiens (human)	path:hsa05100	KEGG	MAD2L2,SHC4,PTK2,DNM3,CRKL,DOCK1,ILK,GAB1,CTNNB1,CTTN,CLTA,WASL,CLTC,CLTB,CRK,SHC1,ACTR3B,CAV2,CAV3,CAV1,ACTR2,CDC42,WASF1,WASF2,SEPTIN1,RHOG,PIK3CB,RAC1,PIK3CD,CBL,PIK3R3,PIK3R2,PIK3R1,CDH1,DNM2,PXN,ITGB1,SRC,SEPTIN6,SHC2,SHC3,ARPC3,ARPC2,VCL,ARPC5,ITGA5,ACTR3,HCLS1,DNM1,SEPTIN12,CLTCL1,RHOA,SEPTIN11,BCAR1,CTNNA1,CTNNA2,CTNNA3,FN1,ARPC4,ARPC1B,ARPC1A,ARPC5L,ACTR3C,CD2AP,MET,SEPTIN2,SEPTIN3,ARHGAP10,PIK3CA,SEPTIN8,SEPTIN9,ACTB,ARHGEF26,ACTG1,ELMO1,ELMO2,ELMO3
GnRH secretion - Homo sapiens (human)	path:hsa04929	KEGG	KCNJ11,PLCB1,CACNA1D,HRAS,TRPC5,KISS1,GPER1,AKT1,AKT2,AKT3,ARRB2,TRPC4,ARRB1,GABBR1,GABBR2,CACNA1G,RAF1,CACNA1H,CACNA1I,CGA,PIK3CA,PIK3CB,CACNA1C,NRAS,CACNA1F,PIK3CD,MAPK3,MAPK1,PIK3R3,PIK3R2,PIK3R1,GNRH2,CACNA1S,KISS1R,PLCB2,PLCB3,PLCB4,LHB,PRKCA,PRKCB,PRKCG,KCNN4,KCNN3,KCNN2,KCNN1,ITPR2,ITPR3,ITPR1,KRAS,KCNJ3,ESR2,KCNJ6,KCNJ5,MAP2K2,HCN1,KCNJ9,HCN2,MAP2K1,GNAQ,GNRH1,SPP1,GNA11,TRPC1,HCN3
Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)	path:hsa04928	KEGG	ARAF,GCM1,MAFB,GCM2,ARHGEF1,SLC34A1,SLC34A3,SLC34A2,TRPV5,ARHGEF11,SP1,CREB5,CREB3,CREB1,BGLAP,GATA3,FGFR1,ADCY4,ADCY5,ADCY6,ADCY7,PLD1,PLD2,ADCY3,ADCY8,ADCY9,RUNX2,ADCY1,MMP14,MMP15,MMP16,MMP17,MMP13,CDKN1A,NACA,ADCY2,PTH,RAF1,EGR1,PRKCA,CYP27B1,PLCB1,PLCB2,PLCB3,PLCB4,FOS,ITPR2,ITPR3,RHOA,ITPR1,GNAQ,GNAS,MEF2C,MEF2A,MEF2D,FGF23,SOST,TNFSF11,VDR,ARRB2,AKAP13,ARRB1,GNAI2,GNAI3,GNAI1,MAPK3,HBEGF,MAPK1,CASR,RXRG,RXRA,RXRB,CYP24A1,LRP6,LRP5,KL,PRKACG,PRKACA,PRKACB,PDE4A,PDE4B,PDE4C,PDE4D,PTH1R,EGFR,JUND,MAP2K1,SLC9A3R1,PTHLH,BRAF,NR4A2,PRKCB,PRKCG,MMP25,MMP24,CREB3L2,CREB3L3,CREB3L1,GNA12,GNA13,CREB3L4,GNA11,ATF4,ATF6B,BCL2,ATF2
Cortisol synthesis and secretion - Homo sapiens (human)	path:hsa04927	KEGG	ATF6B,STAR,MC2R,CYP17A1,PLCB3,CACNA1F,KCNA4,AGT,CACNA1H,CACNA1I,NCEH1,CYP11A1,ADCY1,CACNA1G,NR0B1,CACNA1C,CACNA1D,KCNK2,KCNK3,NR5A1,CYP21A2,AGTR1,CACNA1S,PLCB1,PLCB2,ORAI1,PLCB4,CREB3L4,SP1,CREB5,GNA11,CREB3,MRAP,LDLR,CREB1,POMC,ITPR2,ITPR3,ITPR1,PDE8A,PDE8B,PBX1,ADCY4,ADCY5,ADCY6,ADCY7,GNAQ,ADCY2,GNAS,SCARB1,ADCY3,ADCY8,ADCY9,NR4A1,CREB3L2,CREB3L3,PRKACG,CREB3L1,PRKACA,HSD3B1,HSD3B2,PRKACB,ATF4,CYP11B1,ATF2
Relaxin signaling pathway - Homo sapiens (human)	path:hsa04926	KEGG	AKT1,AKT2,AKT3,RLN1,RLN2,RLN3,RXFP1,PIK3CA,RXFP3,RXFP2,PIK3CD,GNG11,GNG12,GNG13,EDN1,RELA,SHC4,SHC1,SHC2,SHC3,CREB5,CREB3,CREB1,KRAS,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,ADCY8,ADCY9,GNG7,GNG4,GNG5,GNG2,GNG3,MAPK10,GNG8,ACTA2,MMP13,GNAO1,HRAS,NFKBIA,COL3A1,EDNRB,INSL5,RAF1,JUN,INSL3,GRB2,PIK3R3,PIK3R2,PIK3R1,PRKACA,PLCB1,PLCB2,PLCB3,PLCB4,FOS,PRKACB,COL4A6,COL4A5,COL4A4,COL4A3,COL4A2,COL4A1,VEGFB,VEGFD,VEGFA,PIK3CB,VEGFC,GNG10,SMAD2,RXFP4,MAPK14,ARRB2,MAPK11,MAPK12,ARRB1,GNAI2,GNAI3,GNAI1,MAPK3,MAPK1,NFKB1,MAPK8,MAPK9,SRC,TGFBR1,GNB5,GNB4,GNB1,GNB3,GNB2,MAPK13,SOS2,SOS1,GNAS,PRKACG,COL1A2,COL1A1,TGFB1,TGFBR2,EGFR,MAP2K2,MAP2K1,MAP2K7,MAP2K4,NRAS,CREB3L1,NOS1,NOS2,NOS3,CREB3L4,PRKCA,PRKCZ,CREB3L2,CREB3L3,GNA15,GNGT2,GNGT1,MMP9,ATF4,ATF6B,ATF2,MMP2,MMP1
Aldosterone synthesis and secretion - Homo sapiens (human)	path:hsa04925	KEGG	MC2R,AGT,CACNA1H,CACNA1I,CALM2,CALM3,CALM1,CAMK1,CACNA1C,CACNA1D,CAMK4,CACNA1F,CACNA1G,CACNA1S,NPR1,LIPE,CAMK2D,ATP1B4,CAMK2G,CREB3,CAMK2A,CAMK2B,ATP1B1,ATP2B1,ATP2B3,ATP2B2,ATP2B4,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,SCARB1,ADCY8,ADCY9,HSD3B1,HSD3B2,STAR,PLCB3,CYP11A1,PRKCA,ATP1A3,NPPA,ATP1B2,PLCB1,PLCB2,ORAI1,PLCB4,ITPR2,ITPR3,ITPR1,GNAQ,GNAS,CALML3,CALML6,CALML5,CALML4,AGTR1,PRKCB,DAGLA,DAGLB,LDLR,POMC,KCNJ5,PRKACG,ATP1A4,PRKACA,ATP1A2,ATP1A1,PRKACB,PRKD1,PRKD2,PRKD3,CAMK1D,CAMK1G,KCNK9,KCNK3,CREB5,NR4A2,CYP21A2,NR4A1,PRKCE,PRKCG,ATP1B3,CREB1,ATF4,PDE2A,CREB3L2,CREB3L3,CREB3L1,CREB3L4,GNA11,CYP11B2,ATF6B,ATF1,ATF2
PI3K-Akt signaling pathway - Homo sapiens (human)	path:hsa04151	KEGG	THBS2,STK11,IFNAR2,IFNAR1,PIK3CA,PIK3CB,PIK3CD,PIK3CG,IFNA13,PIK3R3,IFNA10,IFNA17,IFNA16,IFNA14,IGF1R,PPP2R2D,PPP2R2A,PPP2R2C,PPP2R2B,CSF3R,VEGFA,CCND1,CCND3,CCND2,PTEN,ITGA8,ITGA9,CDKN1B,CDKN1A,ITGA3,ITGA4,ITGA5,HSP90B1,ITGA7,MTCP1,JAK2,JAK3,JAK1,COL1A2,EREG,CHUK,VEGFD,COL4A5,COL4A4,COL4A3,COL4A2,VEGFC,VEGFB,ITGAV,INS,VWF,CD19,COL2A1,PIK3AP1,TSC1,CDC37,LAMA1,LAMA2,LAMA3,LAMA4,LAMA5,RXRA,IL3RA,IL2RA,IL2RB,IL2RG,INSR,IFNA21,SPP1,BRCA1,EGFR,BAD,NGFR,PGF,ITGB1,RPTOR,ITGB3,NOS3,ITGB5,ITGB4,ITGB7,ITGB6,ITGB8,HGF,TCL1B,TCL1A,EIF4E2,PCK2,PCK1,GHR,PPP2R3B,PPP2R3C,PPP2R3A,IKBKB,IKBKG,FGFR4,PRL,GNG10,GNG11,GNG12,GNG13,RELN,RELA,KITLG,GH1,FN1,CSF1,CSF3,GNG7,GNG4,GNG5,GNG2,GNG3,GNG8,NGF,LAMB1,LAMB3,LAMB2,IBSP,LAMB4,CCNE2,CCNE1,ANGPT2,ANGPT1,ANGPT4,IGF2,IGF1,EIF4E,EIF4B,EPOR,PDGFRB,PDGFRA,CHAD,RPS6KB1,FLT4,FLT3,FLT1,AREG,ITGA2B,CSF1R,RPS6KB2,FGF18,ITGA1,ITGA2,NTF3,NTF4,GNB5,GNB4,GNB1,GNB3,VTN,MTOR,ITGA6,IRS1,C8orf44-SGK3,CDK2,CRTC2,CDK4,CDK6,EIF4E1B,LPAR2,LPAR3,LPAR1,LPAR6,LPAR4,LPAR5,PTK2,PRKAA2,PRKAA1,MCL1,CASP9,YWHAZ,IL6R,YWHAQ,YWHAH,YWHAB,YWHAG,YWHAE,RAC1,PRKCA,NR4A1,CHRM2,CHRM1,GNB2,ATF6B,COL6A2,BCL2,MLST8,MAGI2,MAGI1,ERBB2,ERBB3,ERBB4,CREB5,CREB3,CREB1,MDM2,FGFR2,FGFR3,FGFR1,EPO,SYK,KIT,F2R,HRAS,ITGA10,ITGA11,THEM4,PRLR,EGF,LAMC2,LAMC3,LAMC1,TP53,COL4A6,EIF4EBP1,PPP2R5D,PPP2R5E,FGF22,PPP2R5A,FGF20,PPP2R5C,COL4A1,RPS6,RAF1,IFNB1,KDR,COMP,IL7R,EFNA4,EFNA3,EFNA2,EFNA1,FLT3LG,SGK3,SGK2,SGK1,IL6,IL7,IL4,IL2,IL3,COL1A1,RHEB,PPP2R1A,PPP2R1B,FOXO3,MAP2K2,MAP2K1,PKN1,PKN3,PKN2,CSH2,CSH1,FGF23,PPP2R5B,COL6A1,COL6A3,FGF21,COL6A5,COL6A6,BCL2L1,AKT1,AKT2,AKT3,BDNF,NTRK1,NTRK2,HSP90AB1,MYC,MYB,DDIT4,FASLG,KRAS,GH2,PPP2CA,PPP2CB,GSK3B,TLR2,GRB2,TLR4,G6PC1,G6PC3,G6PC2,TGFA,TSC2,THBS4,TNXB,THBS3,THBS1,PIK3R6,PIK3R5,OSM,PIK3R2,PIK3R1,IL4R,GYS1,GYS2,FGF9,FGF8,FGF7,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,EPHA2,TEK,MAPK3,FGF19,MAPK1,NFKB1,FGF10,FGF17,FGF16,RBL2,COL9A2,COL9A3,COL9A1,PHLPP2,PHLPP1,IFNA8,SOS2,SOS1,IFNA2,IFNA1,IFNA7,IFNA6,IFNA5,IFNA4,MET,HSP90AA1,BCL2L11,NRAS,OSMR,EFNA5,PDGFA,PDGFB,PDGFC,PDGFD,GNGT1,TNR,TNC,ATF4,TNN,CREB3L2,CREB3L3,CREB3L1,GNGT2,CREB3L4,PDPK1,ATF2
Regulation of lipolysis in adipocytes - Homo sapiens (human)	path:hsa04923	KEGG	PTGS2,PTGS1,NPR1,ADORA1,TSHB,MGLL,ADCY9,AKT1,INSR,AKT3,TSHR,PTGER3,GNAI2,GNAI3,GNAI1,NPY,CGA,PIK3CA,PIK3CB,PIK3CD,PRKACG,PDE3B,PNPLA2,PIK3R3,PIK3R2,PIK3R1,PRKG2,PRKG1,PLAAT3,NPPA,AQP7,LIPE,ADCY3,AKT2,PLIN1,ABHD5,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,GNAS,IRS4,NPY1R,ADCY8,IRS1,IRS2,INS,ADRB1,ADRB2,ADRB3,PRKACA,PRKACB,FABP4
Retinol metabolism - Homo sapiens (human)	path:hsa00830	KEGG	AOX1,RETSAT,AWAT2,RDH12,UGT2A3,UGT2A2,UGT2A1,CYP2S1,UGT1A8,UGT1A9,UGT1A4,UGT1A5,UGT1A6,UGT1A7,ALDH1A1,ALDH1A2,ALDH1A3,RDH8,DHRS9,RPE65,DHRS4,RDH5,CYP2B6,DHRS3,UGT1A1,CYP26B1,UGT2B15,UGT2B17,UGT2B10,UGT2B11,PNPLA4,LRAT,UGT1A3,HSD17B6,RDH11,UGT2B7,UGT2B4,DHRS4L2,CYP1A1,BCO1,CYP2A7,CYP2A6,ADH1B,UGT1A10,CYP3A7,CYP3A4,CYP3A5,CYP3A7-CYP3A51P,CYP2C9,CYP2C8,CYP1A2,ADH7,ADH6,ADH5,ADH4,SDR16C5,ADH1A,DGAT1,RDH16,RDH10,CYP2C18,CYP27C1,RDH13,CYP2W1,UGT2B28,CYP26C1,ADH1C,CYP26A1
Oxytocin signaling pathway - Homo sapiens (human)	path:hsa04921	KEGG	CD38,PTGS2,ACTG1,PPP3R1,PRKAG1,PRKAG3,PRKAG2,MYL6,PPP3R2,MYL9,EEF2K,CALM2,CALM3,CALM1,RYR1,RYR3,RYR2,CACNA1D,CAMK4,CACNA1F,PIK3CG,CACNA1S,NPR1,NPR2,CAMK2D,CAMK2G,CAMK2A,CAMK2B,CACNA2D2,CACNA2D3,CACNA2D1,CACNA2D4,KRAS,ADCY4,ADCY5,ADCY6,ADCY7,ADCY1,ADCY2,ADCY3,CCND1,ADCY8,ADCY9,ELK1,GUCY1B1,ACTB,NFATC1,NFATC2,NFATC3,NFATC4,GNAO1,CDKN1A,MYLK,PRKAB2,RAF1,PRKAB1,JUN,GUCY1A1,PIK3R6,PIK3R5,GUCY1A2,CAMK1,TRPM2,NPPA,PLCB1,PLCB2,PLCB3,PLCB4,FOS,OXT,PRKACB,ITPR2,ITPR3,RHOA,ITPR1,GNAQ,GNAS,CALML3,CALML6,CALML5,CALML4,MEF2C,CAMKK2,CACNA1C,RCAN1,GNAI2,GNAI3,GNAI1,CACNB3,CACNB2,CACNB1,PRKCB,CACNB4,MAPK3,MAPK1,PPP1R12A,PPP1R12B,PPP1R12C,HRAS,MAPK7,SRC,MYLK4,MYLK2,MYLK3,KCNJ3,KCNJ2,KCNJ6,KCNJ5,KCNJ4,KCNJ9,JMJD7-PLA2G4B,PRKACG,PRKACA,OXTR,MYL6B,CAMK1D,CAMK1G,EGFR,PRKAA2,PRKAA1,MAP2K2,MAP2K1,MAP2K5,PPP3CB,NRAS,RGS2,KCNJ12,NOS3,KCNJ14,PRKCA,KCNJ18,PRKCG,PPP3CA,PLA2G4C,PLA2G4B,PLA2G4A,PLA2G4F,PLA2G4E,PLA2G4D,PPP3CC,PPP1CB,PPP1CC,PPP1CA,ROCK1,ROCK2,CACNG8,EEF2,CACNG1,CACNG2,CACNG3,CACNG4,CACNG5,CACNG6,CACNG7
Adipocytokine signaling pathway - Homo sapiens (human)	path:hsa04920	KEGG	PCK2,PCK1,PRKAA1,PRKAG1,PRKAG3,STK11,G6PC1,CPT1C,G6PC3,NFKBIE,IKBKB,AKT1,AKT2,AKT3,MAPK10,SLC2A1,ACSBG2,ADIPOQ,ADIPOR2,ADIPOR1,PRKAB1,PPARGC1A,TRADD,NFKBIB,JAK2,NFKB1,MAPK8,MAPK9,CPT1A,TRAF2,NFKBIA,PRKAB2,IRS2,AGRP,ACACB,RXRG,IKBKG,RXRA,RXRB,PRKAA2,PRKAG2,LEPR,TNF,MTOR,CD36,POMC,PRKCQ,STAT3,CPT1B,G6PC2,RELA,SLC2A4,TNFRSF1B,SOCS3,TNFRSF1A,IRS4,ACSL3,PTPN11,ACSL1,ACSL6,IRS1,ACSL4,ACSL5,LEP,CAMKK2,NPY,CHUK,PPARA,ACSBG1
Circadian rhythm - Homo sapiens (human)	path:hsa04710	KEGG	FBXW11,CLOCK,PRKAG1,CRY1,PRKAG3,PRKAG2,PRKAA2,PRKAA1,NPAS2,CRY2,NR1D1,ARNTL,SKP1,BHLHE40,BHLHE41,RORC,RORB,RORA,CSNK1D,CSNK1E,CUL1,PRKAB2,PRKAB1,CREB1,PER3,PER2,PER1,TPTEP2-CSNK1E,FBXL3,BTRC,RBX1
B cell receptor signaling pathway - Homo sapiens (human)	path:hsa04662	KEGG	NFATC1,NFATC2,NFATC3,PPP3R2,PPP3R1,RASGRP3,NFKBIB,PIK3CD,HRAS,NFKBIA,NFKBIE,IKBKB,AKT1,AKT2,AKT3,VAV2,IKBKG,SOS2,RAF1,PIK3AP1,CD79A,LILRB5,LILRB4,LILRB3,CD72,INPPL1,CD81,PIK3CA,PIK3CB,NRAS,JUN,BCL10,PTPN6,MAPK3,MAPK1,PIK3R3,PIK3R2,PIK3R1,LILRA1,NFKB1,RELA,MALT1,BLNK,IFITM1,LYN,RAC2,RAC3,FOS,CD22,CARD11,PRKCB,FCGR2B,CHUK,RAC1,LILRA4,KRAS,CR2,LILRB2,LILRA5,INPP5D,LILRB1,SOS1,PLCG2,SYK,VAV3,DAPP1,MAP2K1,GSK3B,MAP2K2,VAV1,GRB2,CD79B,LILRA6,PPP3CA,PPP3CB,PPP3CC,LILRA2,LILRA3,BTK,CD19
Fc epsilon RI signaling pathway - Homo sapiens (human)	path:hsa04664	KEGG	IL5,VAV2,PIK3CD,HRAS,MAP2K4,GAB2,MAP2K1,MAPK14,MAP2K2,AKT2,ALOX5AP,MAPK10,MAPK11,MAPK12,MAPK13,MS4A2,FCER1G,FCER1A,PIK3CA,PIK3CB,NRAS,VAV1,MAPK3,GRB2,PIK3R3,PIK3R2,PIK3R1,MAPK8,MAPK9,ALOX5,MAPK1,LCP2,LYN,RAC2,RAC3,RAC1,PRKCA,MAP2K7,FYN,PLCG2,TNF,PLA2G4E,PLA2G4B,PLA2G4A,PLA2G4C,PLA2G4F,RAF1,KRAS,MAP2K3,INPP5D,SOS2,SOS1,AKT1,SYK,VAV3,IL13,PLCG1,CSF2,JMJD7-PLA2G4B,IL4,AKT3,IL3,PLA2G4D,LAT,PDPK1,BTK,MAP2K6
Fc gamma R-mediated phagocytosis - Homo sapiens (human)	path:hsa04666	KEGG	CRKL,AKT1,AKT2,AKT3,FCGR1A,GSN,PIK3CA,PIK3CB,PIK3CD,PLA2G6,MARCKS,LYN,INPP5D,PLD1,PLD2,SYK,ARPC1B,ARPC1A,MARCKSL1,LAT,PAK1,DOCK1,GAB2,DNM2,CRK,PIK3R3,PIK3R2,PIK3R1,ARPC3,ARPC2,ARPC5,ARPC4,HCK,AMPH,VAV1,VAV3,VAV2,CDC42,MYO10,ACTR3,ACTR2,NCF1,RAF1,PLA2G4A,RPS6KB1,ARF6,RPS6KB2,MAPK3,MAPK1,PLPP1,PLPP3,PLPP2,PRKCE,WAS,PIP5K1C,PIP5K1B,PIP5K1A,ARPC5L,MAP2K1,ACTR3C,ACTR3B,JMJD7-PLA2G4B,ASAP1,ASAP2,ASAP3,SPHK2,SPHK1,LIMK2,LIMK1,FCGR3A,FCGR3B,PLCG2,PLCG1,BIN1,WASF1,WASF2,WASF3,RAC2,RAC1,PRKCA,PRKCB,FCGR2B,PRKCD,PRKCG,FCGR2A,CFL2,CFL1,PLA2G4C,PLA2G4B,VASP,PLA2G4F,PLA2G4E,PLA2G4D,INPPL1,PTPRC,SCIN
TGF-beta signaling pathway - Homo sapiens (human)	path:hsa04350	KEGG	HAMP,ZFYVE9,DCN,ZFYVE16,INHBA,INHBB,INHBC,INHBE,FMOD,SMAD5,MYC,CUL1,CDKN2B,BMP8A,BMP8B,IFNG,SP1,LEFTY2,LEFTY1,BAMBI,BMP4,BMP7,BMP6,BMP5,HJV,BMP2,PPP2CA,PPP2CB,BMPR2,RBX1,ACVR1C,ACVR1B,SMURF1,AMH,SMURF2,NBL1,THBS1,THSD4,RHOA,NOG,TFDP1,SMAD9,PPP2R1A,SMAD4,NODAL,SMAD6,SMAD7,PPP2R1B,SMAD2,SMAD3,FST,RGMB,RGMA,SKP1,RPS6KB1,RPS6KB2,MAPK3,MAPK1,MICOS10-NBL1,TGFBR2,TGFBR1,RBL1,EP300,ID4,ID2,ID3,ID1,CHRD,TGFB1,TGFB2,TGFB3,ACVR1,ACVR2A,ACVR2B,BMPR1A,BMPR1B,SMAD1,PITX2,AMHR2,GDF7,GDF6,GDF5,NEO1,GREM2,GREM1,LTBP1,FBN1,TNF,E2F5,E2F4,ROCK1,CREBBP,TGIF2,TGIF1
Arginine and proline metabolism - Homo sapiens (human)	path:hsa00330	KEGG	AOC1,SAT1,SAT2,GAMT,CKB,CKM,LAP3,ALDH7A1,SMS,DAO,CKMT1B,P4HA2,P4HA3,P4HA1,PYCR3,PYCR2,PYCR1,ODC1,CARNS1,L3HYPDH,SMOX,PRODH2,GATM,GOT2,ALDH18A1,GOT1,AMD1,NOS1,NOS2,NOS3,CKMT1A,SRM,ALDH9A1,AGMAT,ALDH1B1,ALDH4A1,CNDP1,CNDP2,HOGA1,GOT1L1,CKMT2,ARG1,ARG2,ALDH2,AZIN2,PRODH,MAOB,MAOA,OAT,ALDH3A2
Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human)	path:hsa00130	KEGG	TAT,COQ6,VKORC1L1,VKORC1,NQO1,GGCX,COQ5,COQ7,HPD,COQ3,COQ2
Pertussis - Homo sapiens (human)	path:hsa05133	KEGG	RELA,CALML5,IRF8,IL23A,IL12B,IL12A,C1QB,MAPK14,SERPING1,MAPK10,MAPK11,MAPK12,MAPK13,CALML6,IL1A,IL1B,GNAI2,GNAI3,GNAI1,TICAM1,TICAM2,CALM2,CALM3,NLRP3,CALM1,C4BPA,C4BPB,JUN,MAPK3,MAPK1,NOD1,C4A,C4B,SFTPA1,C3,SFTPA2,MAPK8,MAPK9,IRAK4,ITGAM,ITGB1,NOS2,ITGB2,TRAF6,FOS,IRAK1,ITGA5,TNF,CFL2,CFL1,PYCARD,LY96,RHOA,C2,IRF3,CASP7,IRF1,MYD88,CXCL5,CASP3,CASP1,IL10,CXCL8,TIRAP,C1QC,NFKB1,C1QA,CALML4,IL6,CALML3,CD14,C5,TLR4,C1S,C1R,CXCL6
Salmonella infection - Homo sapiens (human)	path:hsa05132	KEGG	DYNLL1,ACTG1,DYNLL2,BRK1,MYL7,AKT2,MYL5,MYL2,IKBKG,S100A10,MYL9,TUBA3C,TUBA3E,TUBA3D,PIK3CA,PIK3CB,GSDMD,MAP3K7,DYNLT3,PIK3CG,HSP90AB1,FADD,MYC,IRAK1,MAPK3,IRAK4,IL18,RAB5A,RAB5C,RAB5B,NAIP,PIK3C2B,PIK3C2A,PIK3C2G,MAP2K6,LY96,PIK3C3,PODXL,DCTN6,AKT1,TUBB4B,TUBB4A,KIF5C,TIRAP,TCF7L2,BAK1,TLR2,KPNA4,TLR6,KPNA1,KIF5A,KLC1,ACTB,KLC3,KLC4,ELMO1,ELMO2,PAK3,TNFSF10,RILP,HRAS,NFKBIA,TCF7,HSP90B1,TCF7L1,RRAS,CHUK,DNM2,CASP8,NCKAP1,ARHGEF26,EXOC5,TUBA1C,TUBA1B,TUBA1A,JUN,ARPC3,GCC2,KPNA3,SNX33,MYD88,DYNC2LI1,DYNLT1,RAB7B,RAB7A,TLR4,TUBB8,FOS,TUBB6,ARPC2,TLR5,MYL10,TUBB3,ARPC5,TUBB1,RHOJ,MAP2K3,RHOH,DYNC1LI1,DYNC1LI2,CSE1L,RHOB,RHOA,ARPC4,TUBB2A,KLC2,TUBB2B,TLR9,TNFRSF1A,TUBB,PAK1,AKT3,PFN1,PFN2,CDC42,PFN4,FLNA,FLNB,FLNC,ACTR3,ACTR2,RALA,TUBA8,RHOG,PIK3CD,MAPK14,TNFRSF10B,TNFRSF10A,RPS3,MAPK11,MAPK12,MAPK13,DCTN2,DCTN3,IL1B,DCTN1,RAF1,DCTN4,DCTN5,TUBAL3,VPS41,NLRP3,SKP1,DYNC2H1,ARF1,CYFIP2,ARF6,TRADD,SNX18,FBXO22,MAPK1,IKBKB,NFKB1,MAPK8,MAPK9,SNX9,GAPDH,TXN2,PLEKHM1,PLEKHM2,CASP5,BAX,LEF1,RELA,CASP3,RAB9A,CTNNB1,RAB9B,ARPC1B,MYL12B,MYL12A,VPS39,MAPK10,CASP1,MAP2K1,ACTR3C,ACTR3B,IL6,STX10,VPS16,HSP90AA1,ARPC5L,WASL,NCKAP1L,CYFIP1,ACTR10,ARL8B,ROCK2,ARL8A,BIRC3,BIRC2,CYCS,FYCO1,RIPK1,MAP2K2,RIPK3,RIPK2,MAP2K7,MYLPF,MLKL,MAP2K4,NLRC4,FHOD1,TXN,ARPC1A,WASF3,DYNC1I1,DYNC1I2,CD14,VPS33A,PFN3,NOD1,CXCL8,DYNLRB2,PYCARD,DYNLRB1,TRAF2,ANXA2,TRAF6,RAC1,PKN1,TNF,DYNC1H1,CYTH1,TUBA4A,CYTH3,CYTH2,CYTH4,EXOC2,CASP7,CASP4,KIF5B,EXOC7,EXOC4,VPS18,TAB3,TAB2,TAB1,ABI1,MYO6,VPS11,ACBD3,PTPRC,ACTR1B,ACTR1A,AHNAK2,M6PR,AHNAK,BCL2
Pyrimidine metabolism - Homo sapiens (human)	path:hsa00240	KEGG	NME1-NME2,UPRT,DCTPP1,RRM2,RRM1,UPB1,CAD,NT5M,CTPS2,CTPS1,DPYD,CMPK1,NT5C,DCTD,NT5E,NT5C3B,DPYS,UPP1,RRM2B,NT5C1B,NT5C1A,NT5C2,NME1,ENTPD6,ENTPD5,ENTPD4,ENTPD3,UMPS,ENTPD1,CDA,UCK1,NUDT2,UCK2,ENPP3,ENPP1,TK2,TK1,ENTPD8,DUT,NT5C1B-RDH14,DCK,NME4,UPP2,AK9,NME7,NME6,NME2,UCKL1,PNP,DHODH,NME3,TYMS,TYMP,DTYMK,CANT1,NT5C3A,CMPK2
Glycolysis / Gluconeogenesis - Homo sapiens (human)	path:hsa00010	KEGG	PCK2,PCK1,LDHC,FBP2,BPGM,ALDH3A2,ALDH3A1,LDHAL6B,GAPDH,G6PC3,LDHAL6A,ALDOA,PGAM4,AKR1A1,PGAM2,FBP1,ADPGK,PGAM1,PGK1,PKLR,G6PC1,ALDOB,HKDC1,PFKP,PFKM,PFKL,ACSS2,PDHB,PGK2,GCK,LDHB,PKM,PDHA2,ALDH3B2,ALDH3B1,PDHA1,GPI,DLD,HK2,HK3,ACSS1,HK1,GAPDHS,PGM2,PGM1,ENO1,ENO2,DLAT,ENO4,ALDH9A1,ALDH7A1,ALDH1B1,GALM,ALDOC,G6PC2,ADH7,ADH6,ADH5,ADH4,TPI1,ALDH2,LDHA,ENO3,ADH1C,ADH1B,ADH1A,MINPP1
Fructose and mannose metabolism - Homo sapiens (human)	path:hsa00051	KEGG	GMDS,TIGAR,TPI1,GFUS,FBP1,FBP2,PMM2,PFKP,AKR1B1,ENOSF1,AKR1B10,HKDC1,FCSK,PMM1,PFKM,KHK,HK2,HK3,HK1,GMPPA,GMPPB,SORD,FPGT,ALDOA,ALDOC,ALDOB,PFKL,PFKFB1,PFKFB3,PFKFB2,PFKFB4,TKFC,MPI
